review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste
DIM,42930,Kryptonite,10.5,American Double / Imperial IPA,4.5,4.5,4.5,5.0,4.5
DoctorDog,51007,Fourteen Ale,11.8,Wheatwine,4.0,4.0,4.0,4.5,4.0
ClockworkOrange,27371,AleSmith Grand Cru Ale,10.0,Belgian Strong Dark Ale,3.5,4.5,4.5,3.5,4.0
goochpunch,30538,Mothership Wit (Organic Wheat Beer),4.8,Witbier,4.0,4.0,4.0,4.0,4.0
LennyV,59,Allagash White,5.2,Witbier,5.0,5.0,4.5,4.5,4.5
twiggamortis420,57285,Guinness Black Lager,4.5,Euro Dark Lager,1.5,1.5,4.0,1.5,2.0
beerwolf77,55564,Red Chair NWPA,6.4,American Pale Ale (APA),4.0,3.5,4.5,4.0,3.5
jwc215,8621,The Siberian Express,7.7,Russian Imperial Stout,4.0,4.5,4.0,4.0,4.5
Rayek,2177,Singletrack Copper Ale,4.9,American Pale Ale (APA),3.5,3.0,3.5,3.5,3.5
magictrokini,10709,Hefeweizen,5.5,Hefeweizen,4.0,3.5,4.0,3.0,4.0
nicnut45,53980,Bourbon County Brand Vanilla Stout,13.0,American Double / Imperial Stout,4.5,4.5,4.5,5.0,4.5
Beerandraiderfan,16909,Allagash Curieux (Bourbon Barrel-Aged Tripel),11.0,Tripel,3.5,3.0,3.5,3.5,3.5
RBorsato,1875,Blue Ridge Porter,5.2,American Porter,3.5,3.5,3.5,3.5,3.5
kbub6f,222,Fuller's London Pride,4.7,English Pale Ale,4.5,4.5,4.5,4.5,5.0
Admiraldinty,387,Salvator Doppel Bock,7.9,Doppelbock,4.0,4.5,4.5,4.5,4.5
RonBeerBox,60725,10 Maradó,5.0,American Adjunct Lager,3.5,3.0,3.0,3.5,3.5
turble,69499,Veritas 009,8.0,American Wild Ale,5.0,5.0,4.5,4.5,5.0
Brad007,28305,Smuttynose Farmhouse Ale (Big Beer Series),9.3,Saison / Farmhouse Ale,4.5,4.5,4.5,4.5,4.5
hopsaplenty,648,Anchor Small Beer,3.3,English Bitter,2.5,3.0,3.5,3.0,3.0
scottoale,2564,The Tanner's Jack,4.4,English Pale Ale,3.5,3.5,3.5,3.0,3.0
Kegatron,27804,Houblon Chouffe Dobbelen IPA Tripel,9.0,Belgian IPA,4.0,4.0,4.0,4.5,4.5
SkunkWorks,56875,Ommegang BPA (Belgian-style Pale Ale),6.2,Belgian Pale Ale,4.0,4.5,4.0,4.0,4.5
pauls132000,48824,Sofie,6.5,Saison / Farmhouse Ale,4.0,4.0,4.0,4.0,4.0
GregSVT,7284,YuleSmith (Summer),8.5,American Double / Imperial IPA,4.5,4.0,4.0,4.0,4.5
brew3crew,71808,Angry Birds Belgian Rye IPA,7.5,Belgian IPA,4.0,4.0,4.0,4.5,4.0
irishkyle21,19288,Hockley Dark,5.0,English Brown Ale,4.0,4.0,4.0,3.5,4.0
slitherySOB,2046,Grasshopper,5.0,American Pale Wheat Ale,4.0,3.5,3.5,3.0,3.5
Zorro,1822,Smithwick's Ale,4.5,Irish Red Ale,4.5,3.5,3.5,4.5,4.0
DaveWhite,42533,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,6.7,American IPA,4.5,2.5,5.0,5.0,4.5
dfranks,1118,Chocolate Stout,6.0,American Stout,3.5,4.5,3.5,3.5,3.5
Mustard,7532,St. Magnus Heller Bock,7.0,Maibock / Helles Bock,3.5,3.5,2.5,3.5,3.0
BiomedHawk,72120,Small Patch Pumpkin Harvest Ale,5.0,Pumpkin Ale,4.0,4.0,4.0,4.0,4.0
kaszeta,1161,Indian Brown Ale,7.2,American Brown Ale,5.0,4.5,4.5,4.5,5.0
uwmgdman,68248,Miller Genuine Draft Light 64 Lemonade,2.8,Light Lager,1.0,2.0,2.0,2.0,1.0
guinness33,39002,Vienna Lager,6.6,Vienna Lager,3.5,3.5,4.0,4.0,4.0
GatheringBrews,3833,AleSmith Speedway Stout,12.0,American Double / Imperial Stout,4.5,4.0,5.0,4.0,4.0
TheManiacalOne,233,Corona Light,4.1,Light Lager,1.0,1.5,1.0,1.0,1.0
Ryan011235,56434,Cascade Sang Rouge,8.06,American Wild Ale,4.5,4.0,3.5,4.5,4.5
bluejacket74,28242,Podge Belgian Imperial Stout,10.5,Russian Imperial Stout,3.5,3.5,4.0,3.5,3.5
IrishRedRock,935,Warsteiner Premium Verum,4.8,German Pilsener,4.0,3.5,3.0,4.0,3.5
harpo111,1118,Chocolate Stout,6.0,American Stout,4.0,4.0,4.5,4.5,4.5
lstokes,63612,Poppaskull,9.5,Belgian Strong Pale Ale,4.5,3.0,4.0,4.5,4.0
ryno09,7971,Pliny The Elder,8.0,American Double / Imperial IPA,5.0,4.5,4.5,5.0,4.0
ZAP,46088,Lupulin Maximus Imperial IPA,9.0,American Double / Imperial IPA,4.0,5.0,4.0,3.0,4.5
SpeedwayJim,817,De Dolle Stille Nacht,12.0,Belgian Strong Pale Ale,3.0,4.5,4.5,4.0,3.0
MasterSki,63116,Firestone 14 - Anniversary Ale,12.5,American Strong Ale,4.5,4.5,4.5,4.5,4.5
Goldorak,10144,Rousse Bitter,4.5,English Bitter,2.5,3.5,3.0,2.5,3.0
cavedave,37477,Sierra Nevada Anniversary Ale (2007-2009),5.9,American IPA,4.5,4.0,3.5,2.0,4.0
brewdlyhooked13,43491,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,9.2,American Double / Imperial Stout,5.0,4.0,5.0,5.0,4.5
lordofthewiens,1009,Old Horizontal,11.0,American Barleywine,4.0,4.0,4.5,4.0,3.5
supercolter,156,Piraat Ale,10.5,Belgian IPA,3.0,4.0,5.0,4.5,3.0
wcudwight,29766,Green Man Oatmeal Stout,5.6,Oatmeal Stout,3.5,4.5,3.5,4.5,5.0
fattyre,308,Harpoon ESB,5.5,Extra Special / Strong Bitter (ESB),4.0,4.0,3.5,3.5,3.5
ChainGangGuy,38293,Butte Creek Organic Revolution XI Imperial IPA,8.6,American Double / Imperial IPA,3.0,3.0,3.5,3.5,3.5
merlin48,16074,Founders Red's Rye PA,6.6,Rye Beer,4.5,4.5,4.0,4.0,4.5
JamesS,401,Dark Island,4.6,Scottish Ale,4.0,4.0,4.5,4.5,4.0
BgThang,1352,Shiner Bock,4.4,Bock,4.5,3.5,3.5,3.5,4.0
stegmakk,298,Blind Faith,6.2,English India Pale Ale (IPA),4.0,3.5,3.5,3.5,4.0
ElGordo,51833,MacTarnahan's Lip Stinger,4.8,Saison / Farmhouse Ale,3.5,3.5,4.0,2.5,3.5
proc,767,Tsingtao,4.8,American Adjunct Lager,2.5,2.0,2.5,2.5,2.5
JRed,39267,Noel De Calabaza,9.0,Belgian Strong Dark Ale,4.5,4.0,4.0,4.0,4.5
beerogre,7286,Gouden Carolus Noël / Christmas,10.0,Belgian Strong Dark Ale,4.5,4.5,4.5,4.5,4.5
engagechad,1173,Santa's Private Reserve Ale,6.0,American Amber / Red Ale,3.5,3.5,4.0,3.0,3.5
zoso1967,1287,Bell's Porter,5.6,American Porter,4.0,4.0,4.5,4.0,4.0
jjanega08,26233,Fresh Hop Pale Ale,6.1,American Pale Ale (APA),4.0,4.5,4.0,4.0,3.5
Golden2wenty1,29344,Incinerator Blonde Doppelbock,8.2,Doppelbock,4.5,4.0,4.0,5.0,4.5
boss302,1708,St. Bernardus Abt 12,10.0,Quadrupel (Quad),4.0,4.0,4.0,4.5,4.0
Wadsey,10683,Leipziger Gose,4.6,Gose,4.5,3.0,3.5,4.0,4.5
Cyberkedi,21801,Klassïek,5.0,Euro Pale Lager,3.0,3.0,3.0,3.0,3.5
nickthetick,19922,Northern Lights IPA,6.5,American IPA,3.0,3.5,4.0,2.5,3.5
iheartsheafstout,4279,Port Townsend Winter Ale,7.4,American Strong Ale,4.5,3.5,3.0,3.5,4.0
elgiacomo,42965,Overcast Espresso Stout,5.8,American Stout,3.5,3.5,3.5,4.0,3.5
xmorgan,34310,Struise Tsjeeses,10.0,Belgian Strong Pale Ale,4.0,3.0,4.0,5.0,4.5
GusterFan,31193,Newport Storm Rhode Island Blueberry,4.5,Fruit / Vegetable Beer,4.0,4.0,3.0,3.5,4.0
ksqdomer,9324,Super Wit,6.8,Witbier,4.5,4.5,4.5,4.5,5.0
blakesell,2729,India Pale Ale (IPA),6.5,American IPA,4.0,4.0,4.0,4.0,4.0
Reaper16,1493,Sweetwater IPA,6.3,American IPA,4.0,4.0,3.5,3.5,4.0
Litterbean,22502,Hedonism Ale,7.1,American Amber / Red Ale,4.0,4.0,4.0,4.0,4.5
northyorksammy,40681,Achel Trappist Extra,9.5,Belgian Strong Dark Ale,4.5,3.5,4.0,4.0,4.5
thain709,63912,Scratch Beer 38 - 2010 (IPA #2 Of 4),7.7,American IPA,4.0,4.0,4.0,4.0,4.0
FtownThrowDown,20518,Sanctification,6.75,American Wild Ale,4.5,4.0,4.0,4.5,4.5
claspada,27792,Ettaler Curator Doppelbock (US Import Version),9.0,Doppelbock,3.5,3.5,4.0,4.0,3.5
Viggo,28577,Unearthly (Imperial India Pale Ale),9.5,American Double / Imperial IPA,4.5,4.5,4.5,4.5,4.5
david18,28577,Unearthly (Imperial India Pale Ale),9.5,American Double / Imperial IPA,3.5,3.5,4.0,3.5,3.5
Glazed144,14366,Imperial IPA,9.0,American Double / Imperial IPA,4.0,4.0,4.5,4.5,4.0
JAXSON,5281,Cantillon Fou' Foune,5.0,Lambic - Fruit,3.5,4.5,4.0,4.0,4.0
SpdKilz,51983,Madame Rose,7.0,Flanders Oud Bruin,4.5,4.5,4.0,4.0,4.0
ffejherb,46665,Winter Warmer 2008,11.5,Quadrupel (Quad),4.0,4.0,3.5,4.5,4.0
spointon,38903,Saint Landelin La Divine,8.5,Bière de Garde,4.0,4.5,4.0,4.0,4.0
markgugs,1093,Two Hearted Ale,7.0,American IPA,5.0,4.5,4.5,4.0,4.5
Tupperwolf,650,Guinness Extra Stout (Original),6.0,Irish Dry Stout,4.0,3.0,4.0,3.0,3.0
northyorksammy,722,St. Bernardus Tripel,8.0,Tripel,4.0,4.0,4.5,4.5,4.0
IronDjinn,57912,A Little Sumpin' Wild,9.4,Belgian IPA,4.0,4.0,4.5,4.0,4.0
Vancer,42770,Bare Tree Weiss Wine Vintage 2007,10.0,Wheatwine,4.0,4.0,4.0,4.0,4.0
vancurly,15903,La Puténa,6.5,Vienna Lager,3.0,3.0,3.5,3.0,3.5
dpcoz,56973,Shakespeare Oatmeal Stout,6.1,Oatmeal Stout,4.0,3.5,4.5,3.0,4.0
DoubleJ,39924,Josephs Brau Dunkelweizen,5.2,Dunkelweizen,3.5,3.5,3.0,3.5,3.0
jpmclaug,58731,668 The Neighbor Of The Beast,9.0,Belgian Strong Pale Ale,2.0,3.5,4.0,4.0,3.0
kmpitz2,355,Dead Guy Ale,6.5,Maibock / Helles Bock,3.0,3.0,4.0,3.5,2.5
andyinsdca,1370,AleSmith X,5.0,American Pale Ale (APA),4.0,4.0,3.5,4.5,4.5
hurricanelars,34146,Founders Double Trouble,9.4,American Double / Imperial IPA,4.5,5.0,4.0,5.0,4.5
pokesbeerdude,70728,Drink'in The Sun 11,2.4,American Pale Wheat Ale,3.0,4.0,4.0,3.0,3.0
HopheadEd,1153,Chicory Stout,5.2,American Stout,3.5,3.5,4.0,3.5,3.5
Wasatch,24259,Chateau Jiahu,10.0,Herbed / Spiced Beer,4.0,3.5,3.5,4.0,4.0
cbros,32286,Nelson,7.1,American IPA,4.5,4.0,4.0,4.5,4.5
ChainGangGuy,21614,Trader Joe's Bohemian Lager,5.0,Czech Pilsener,3.0,2.5,4.0,3.5,2.5
FenwaySquid,2264,Brown Shugga',9.99,American Strong Ale,4.5,4.5,4.0,5.0,4.5
tvv375ia,4202,Hell Or High Watermelon Wheat Beer,4.9,Fruit / Vegetable Beer,3.0,3.0,3.0,2.5,2.5
jondeelee,43659,We're Only In It For The Money,8.2,Tripel,4.0,4.0,4.0,4.0,3.5
ikats,43341,Southampton Altbier,5.0,Altbier,4.5,4.0,4.5,4.5,4.0
Vonerichs,3158,Hop Rod Rye,8.0,Rye Beer,4.0,4.5,4.0,4.0,4.0
IntriqKen,25130,Brugse Zot,6.0,Belgian Pale Ale,4.0,3.5,4.0,3.5,3.5
SirSketch,773,Goudenband,8.0,Flanders Oud Bruin,5.0,5.0,4.5,4.5,5.0
ericj551,1003,Golden Monkey,9.5,Tripel,3.5,4.5,4.5,4.0,4.0
Macca,40161,Coldstream Pilsner,4.5,German Pilsener,4.0,3.5,3.5,3.5,4.0
NEhophead,4168,Brother David's Belgian-style Double Ale,9.0,Dubbel,4.0,3.5,3.5,4.0,3.5
sorryaboutbrooks,9487,Shade Mountain Oatmeal Stout,4.8,Oatmeal Stout,5.0,4.5,4.5,5.0,4.5
gdfan47,2093,90 Minute IPA,9.0,American Double / Imperial IPA,4.0,4.0,4.0,4.5,4.0
eclipse54,7978,Fantôme Saison D'Erezée - Hiver,8.0,Saison / Farmhouse Ale,4.0,4.0,4.5,4.0,3.5
jesslynnsullivan,17917,Hale's Kölsch,4.5,Kölsch,4.0,3.5,5.0,4.5,4.0
HopDerek,607,Fat Tire Amber Ale,5.2,American Amber / Red Ale,4.0,3.5,3.5,4.0,3.5
PhantomVodoo,2206,Palmetto Pale Ale,5.2,American Pale Ale (APA),3.5,3.0,4.0,4.0,3.5
JamesS,65053,Malus Pi (Crab Apple Pie),5.2,Witbier,5.0,4.5,4.0,5.0,5.0
Nutleybeer,81,Organic Ur Pils,5.2,German Pilsener,3.5,3.0,3.5,3.5,3.5
thebrood1987,39121,Chuckin' Pun'kin,6.4,Herbed / Spiced Beer,4.0,4.5,4.0,4.5,4.5
fastpass17,1769,Alaskan Smoked Porter,6.5,American Porter,4.0,4.5,4.0,4.0,4.5
johnmichaelsen,68010,Kissmeyer No. 1 Stockholm Syndrome DIPA,9.0,American Double / Imperial IPA,3.5,3.5,3.5,4.0,3.5
djmichaelk,49286,Mokah,11.2,American Double / Imperial Stout,2.5,4.0,3.5,3.5,4.5
Beejay,2671,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,American Barleywine,4.0,4.5,4.0,4.0,4.5
CHSLBrew,140,Corsendonk Christmas Ale,8.5,Belgian Strong Dark Ale,4.0,4.0,4.5,3.5,4.0
charlzm,52828,Kona Coffee Macadamia Coconut Porter,8.5,American Porter,2.0,4.0,4.0,2.5,2.5
BlackHaddock,38297,Green's Endeavour,7.0,Dubbel,4.5,4.5,4.0,4.5,4.5
jsanford,73602,Chinook Pale,6.6,American Pale Ale (APA),4.5,4.5,4.0,4.5,4.0
psinderson,25989,Belhaven Twisted Thistle IPA,5.3,English India Pale Ale (IPA),3.5,3.5,4.0,3.5,4.0
aewinte1,11757,Founders Breakfast Stout,8.3,American Double / Imperial Stout,5.0,5.0,4.5,5.0,5.0
spdyfire83,14236,Mermaid's Red Ale,5.7,American Amber / Red Ale,3.0,2.5,3.0,3.0,3.0
corby112,3734,Michelob Ultra,4.2,Light Lager,1.0,1.0,1.0,1.0,1.0
Liquids,409,Scrimshaw Pilsner,4.4,German Pilsener,3.5,3.5,3.0,3.5,2.5
JAXSON,34851,De Dolle Oerbier Special Reserva 2005,13.0,Flanders Oud Bruin,4.5,4.0,4.0,4.5,4.5
MattyG85,21822,Founders Imperial Stout,10.5,Russian Imperial Stout,5.0,4.5,4.0,4.5,5.0
Freshie,8297,Samuel Adams White Ale,5.2,Witbier,4.0,3.5,3.5,3.5,3.5
mithrascruor,668,Brigand,9.0,Belgian Strong Pale Ale,4.5,3.5,3.5,4.0,4.0
kkipple,1308,3 Monts,8.5,Bière de Garde,4.0,4.5,4.0,4.0,3.5
joepais,8998,V-Twelve,12.0,Quadrupel (Quad),4.0,4.5,4.0,4.0,4.5
rhoadsrage,2970,Taj Mahal Premium Lager,4.5,American Adjunct Lager,2.5,2.5,3.0,2.5,2.5
DogFood11,31763,Islander IPA,7.5,American IPA,3.5,3.5,4.0,3.0,3.5
ne0m00re,36728,10 Commandments,10.0,Belgian Strong Dark Ale,4.0,4.0,3.5,4.0,4.5
Spider889,436,Amstel Light,3.5,Light Lager,2.5,1.5,3.0,3.0,2.0
Crosling,1217,Tabernash Weiss Beer,4.9,Hefeweizen,4.5,3.0,4.0,2.0,4.5
beerguy101,365,Honey Cream Ale,5.5,Cream Ale,4.0,3.5,4.0,4.0,3.5
Ralphs66,37389,Budweiser Chelada,5.0,Fruit / Vegetable Beer,1.0,1.0,1.0,1.0,1.0
mendonjoebeer,9171,Pangaea,7.0,Belgian Strong Pale Ale,3.0,3.5,3.5,3.5,4.0
buckeyesox,2810,Coffee Stout,5.75,American Stout,4.0,3.5,4.5,4.0,3.5
generallee,45568,Harpoon Chocolate Stout,5.9,American Stout,4.5,4.5,4.0,4.0,4.5
gford217,62311,Black Moon IPA,10.0,American Black Ale,4.5,4.0,4.5,4.5,4.0
Sleestak,30656,Shark Bite Red Ale,6.0,American Amber / Red Ale,4.0,4.0,4.0,3.5,4.0
tronester,61,Anchor Porter,5.6,American Porter,4.0,3.5,4.0,3.5,4.5
jdhilt,1814,McNeill's Pullman's Porter,5.5,American Porter,3.5,3.0,4.0,3.5,3.5
StevieW,142,Ommegang (Abbey Ale),8.5,Dubbel,4.0,4.5,4.5,4.0,4.5
hobbes2112,3951,ApriHop,7.0,American IPA,4.0,3.5,4.0,4.0,3.5
thetachibro,20931,Old Ruffian Barley Wine,10.2,American Barleywine,3.5,4.0,4.0,4.0,4.0
emerge077,24354,De Dolle Dulle Teve Special Reserva 2003,11.0,Tripel,4.0,4.0,4.0,4.0,4.5
BeerManDan,727,Aecht Schlenkerla Rauchbier Märzen,5.4,Rauchbier,4.0,4.0,4.0,4.0,4.5
mcallister,5057,Fantôme Saison,8.0,Saison / Farmhouse Ale,4.0,4.5,3.0,4.5,4.5
Wasatch,1262,Bully! Porter,5.2,American Porter,4.0,3.5,4.0,4.0,4.0
rajendra82,35328,Brooklyn Local 1,9.0,Belgian Strong Pale Ale,4.0,3.5,4.0,4.0,4.0
chickencoop,41743,Crystal Wheat Ale,5.0,American Pale Wheat Ale,3.0,3.0,3.0,3.0,2.5
Ek0nomik,47228,Iniquity (Imperial Black Ale),9.0,American Black Ale,4.5,4.0,5.0,4.0,4.5
ZAP,1003,Golden Monkey,9.5,Tripel,4.0,4.0,3.5,4.0,4.0
Rayek,56428,Urthel Saisonnière,6.0,Saison / Farmhouse Ale,3.5,4.0,4.0,4.0,3.5
ballewblake,1118,Chocolate Stout,6.0,American Stout,3.5,3.0,3.5,4.0,3.5
kevman527,330,Grail Ale,5.0,American Amber / Red Ale,4.0,3.5,4.0,4.0,3.5
macktbone,7520,Dark Lord Imperial Stout,15.0,Russian Imperial Stout,5.0,4.5,4.5,5.0,5.0
BB1313,3508,Christmas Ale,7.4,Winter Warmer,2.0,2.5,3.5,3.0,2.5
WYVYRN527,22787,Alaskan IPA,6.2,American IPA,4.0,4.0,3.0,4.0,4.0
zeff80,49263,Schlafly Belgian Singel,5.0,Witbier,3.5,3.5,3.5,4.0,3.5
stephens101,615,Barney Flats Oatmeal Stout,5.7,Oatmeal Stout,3.5,3.5,3.5,3.5,3.0
woodske1,1611,Warsteiner Premium Dunkel,4.9,Munich Dunkel Lager,2.5,3.5,3.0,3.0,3.5
pittvkyle7,12323,Thomas Hooker Octoberfest Lager,6.1,Märzen / Oktoberfest,4.0,4.0,4.0,4.0,4.5
jasonm,45912,MM (Double Amarillo Black Ale),8.5,American Strong Ale,4.0,3.5,3.5,4.5,4.5
schoolboy,60627,Odd Notion (Fall 2010) Green Apple Wit,4.5,Witbier,4.5,4.0,4.0,4.0,4.0
Viggo,45547,Blue Bridge Double Pale Ale,8.2,American Double / Imperial IPA,3.5,4.0,3.5,3.5,4.0
Tyrawlings,12013,Yeti Imperial Stout,9.5,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.0
NClifestyle,1649,Porter,5.5,American Porter,3.0,4.0,3.5,3.5,2.5
GJ40,51030,La Trappe Isid'or,7.5,Belgian Pale Ale,4.5,4.0,4.0,4.0,4.0
ATPete,41037,Ola Dubh Special Reserve 12,8.0,Old Ale,4.0,4.0,3.5,4.0,4.0
DmanGTR,1823,Labatt Blue Light,4.0,Light Lager,4.0,2.0,1.5,2.0,2.0
Immortale25,54234,Mogul Madness Ale,6.6,Winter Warmer,4.0,3.5,4.0,4.0,3.5
JunkYardJake,1003,Golden Monkey,9.5,Tripel,3.5,4.0,4.0,4.0,3.5
CrellMoset,6125,Lawnmower Light,4.0,American Pale Ale (APA),3.0,3.0,3.5,3.5,3.5
mrkun,5703,Black Marlin Porter,6.0,American Porter,4.0,4.0,4.0,3.5,4.0
iAmOverrated,6314,Kells Irish Style Lager,5.0,Euro Pale Lager,4.0,3.0,3.5,3.5,3.5
BrutalSusan,41734,Monk's Elixir (Monk's Brew),10.0,Quadrupel (Quad),3.0,3.5,3.5,2.0,3.0
mynie,2464,Leinenkugel's Big Butt Doppelbock,5.7,Doppelbock,4.0,3.0,3.0,3.0,3.5
thepeter,74162,Hops Kill ?,7.8,American Amber / Red Ale,4.5,4.0,4.5,4.0,4.0
AaronHomoya,34834,LongShot Dortmunder Style Export,5.5,Dortmunder / Export Lager,3.0,3.0,3.5,3.0,3.0
Matty1918,751,Sweetwater 420 Extra Pale Ale,5.4,American Pale Ale (APA),4.0,3.5,3.0,3.0,3.5
thagr81us,62792,Splinter Black,11.0,American Double / Imperial Stout,4.5,4.5,4.0,4.5,4.5
mjurney,59369,Stone 14th Anniversary Emperial IPA,8.9,American Double / Imperial IPA,4.0,4.5,4.5,4.5,4.0
ommegangpbr,2550,Anchor Summer Beer,4.6,American Pale Wheat Ale,4.5,3.5,4.5,4.0,4.0
jmkratt,34415,Judgment Day,10.5,Quadrupel (Quad),3.5,3.5,4.0,4.0,4.0
AChamberlain,1010,Prima Pils,5.3,German Pilsener,5.0,4.0,4.5,4.5,4.0
chinchill,45325,Simpler Times Pilsner,5.5,German Pilsener,3.0,2.5,3.0,3.0,3.0
DoubleJ,65983,Chok A Mo,5.2,American Porter,4.5,4.0,3.5,3.5,4.5
MrStark,34483,Ten FIDY,10.5,Russian Imperial Stout,4.5,4.5,4.5,5.0,5.0
DoubleJ,52076,Fireman's Brew Redhead Ale,5.5,American Amber / Red Ale,2.5,2.5,3.0,3.0,2.5
BEERMILER12,60785,Saison Du BUFF,6.8,Saison / Farmhouse Ale,4.0,4.0,4.5,3.5,4.0
juzy,776,Samichlaus Bier,14.0,Doppelbock,3.5,4.0,4.5,4.0,4.0
cbl2,779,Weihenstephaner Korbinian,7.4,Doppelbock,4.0,4.5,4.5,4.5,4.5
ne0m00re,20905,Lump Of Coal,8.0,Foreign / Export Stout,3.0,3.0,3.0,3.5,3.0
berpwillie,1193,Samuel Adams Boston Ale (Stock Ale),4.94,American Pale Ale (APA),3.5,3.5,3.0,3.5,3.5
karst,1159,Robert The Bruce Scottish Ale,6.5,Scottish Ale,4.5,4.0,4.0,4.0,4.5
Vdubb86,1117,Bell's Kalamazoo Stout,6.0,American Stout,4.0,4.5,4.0,3.5,4.0
charlottebeerguy,141,Hennepin (Farmhouse Saison),7.7,Saison / Farmhouse Ale,4.5,4.5,4.0,4.0,4.0
StevieW,55,Redhook Double Black Stout (with Coffee),7.0,American Double / Imperial Stout,4.5,4.0,5.0,5.0,5.0
dherling,649,Ipswich Dark Ale,6.3,American Brown Ale,4.0,4.0,4.0,3.5,4.0
EmperorStan,4770,Hitachino Nest Red Rice Ale,7.0,Belgian Strong Pale Ale,4.0,3.0,4.0,3.0,3.5
shertzogovina,14634,Tolstyak Svetloye,4.5,Euro Pale Lager,3.0,2.0,2.0,2.5,2.5
buschbeer,36692,Honey Moon Summer Ale,5.2,American Pale Wheat Ale,2.0,2.5,3.0,3.0,2.5
match1112,50697,Double Jack,9.5,American Double / Imperial IPA,4.5,4.0,4.5,4.5,4.0
BeerCon5,1005,HopDevil Ale,6.7,American IPA,4.5,4.0,4.5,4.5,5.0
Imstillthegman,31196,11th Anniversary Double Wheat,8.5,American Pale Wheat Ale,3.0,4.0,4.0,3.0,3.5
northyorksammy,43114,L'Accommodante,5.4,Belgian Pale Ale,3.0,4.0,3.5,3.5,3.0
spointon,16254,Gordon Biersch Märzen,5.7,Märzen / Oktoberfest,3.5,3.0,3.0,3.5,3.5
garymuchow,276,Sierra Nevada Pale Ale,5.6,American Pale Ale (APA),5.0,4.5,4.5,4.0,4.5
BavarianTex,942,Full Sail IPA,6.0,American IPA,3.5,3.5,4.0,3.5,3.5
beertunes,2958,Leinenkugel's Honey Weiss,4.9,Kristalweizen,3.0,2.5,2.5,2.5,2.5
phisig137,903,Saranac Adirondack Lager,5.5,German Pilsener,3.5,3.5,3.5,4.0,4.0
TheSevenDuffs,1372,Maximus,8.2,American Double / Imperial IPA,3.5,3.5,3.5,4.0,3.5
Trappissed,42546,Wild Devil,6.7,Belgian IPA,4.0,4.0,4.5,4.5,4.0
blitheringidiot,11445,West Bank Pub Ale,4.6,English Bitter,3.0,3.5,4.5,4.0,4.0
botham,1164,St. Andrew's Ale,4.6,Scottish Ale,3.5,3.5,3.0,3.0,4.0
GarthDanielson,34415,Judgment Day,10.5,Quadrupel (Quad),3.0,2.5,3.5,3.5,3.5
blitheringidiot,34183,Shark Attack Triple Red Ale,9.2,American Strong Ale,3.0,3.5,3.5,3.5,3.5
drabmuh,56661,Strawberry Wheat,5.0,Fruit / Vegetable Beer,3.0,4.0,3.0,3.0,3.5
johanvond,22352,Maharaja,10.3,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.5
jbertsch,2410,Mahr's Pilsner,4.9,German Pilsener,5.0,5.0,4.5,3.5,4.5
Schreibeers,46983,Saison De Lente,6.5,Saison / Farmhouse Ale,4.0,4.0,5.0,4.0,4.0
irishkyle21,9131,Sled Dog Trippel Bock,10.0,Doppelbock,4.0,4.5,4.0,4.0,4.0
kylehay2004,75518,BJ's Blonde,4.7,American Blonde Ale,2.5,3.0,3.0,3.0,2.0
jmz62565,32360,Stone 10th Anniversary IPA,10.0,American Double / Imperial IPA,3.5,4.0,4.5,4.0,4.0
beermanbrian,4083,Stone Ruination IPA,7.7,American Double / Imperial IPA,4.0,5.0,4.0,4.0,4.5
gtermi,21319,Lost Gold IPA,6.6,American IPA,4.5,4.0,4.5,4.5,4.5
tempest,33644,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,Russian Imperial Stout,4.0,3.5,4.0,3.0,3.5
ChainGangGuy,59413,The Woodwork Series - French Oak Barreled,11.0,American Double / Imperial IPA,3.5,4.0,4.5,4.0,3.5
PEBKAC,1180,Raison D'etre,8.0,Belgian Strong Dark Ale,3.5,3.5,3.5,3.5,4.0
hoppyweasel311,54089,Life & Limb,10.2,American Strong Ale,4.5,4.5,5.0,4.5,4.0
Blanco,59,Allagash White,5.2,Witbier,5.0,4.0,4.5,4.5,5.0
helloloser12345,5560,Landlord - Strong Pale Ale,4.1,English Pale Ale,4.5,4.5,4.5,4.5,4.5
EvilKeith,3523,Éphémère (Apple),5.5,Fruit / Vegetable Beer,3.5,4.0,3.5,3.5,4.0
cbutova,51071,Captain Sig's Northwestern Ale,6.2,American Amber / Red Ale,4.0,3.5,3.0,4.0,4.0
kmcnair,12586,De Dolle Oeral Bier,6.0,Belgian Pale Ale,4.0,4.0,4.5,3.5,4.0
drpimento,1422,Bavaria Beer / Pilsener,4.8,German Pilsener,3.5,3.5,4.5,3.0,3.0
wingman14,33624,Hoppin' To Heaven IPA,6.8,American IPA,4.0,3.5,4.0,4.0,4.0
BeerZack,34804,Landshark Lager,4.7,American Adjunct Lager,2.5,2.0,3.5,2.5,2.5
