review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste,km_labels
mcallister,28877,Beer Geek Breakfast,7.5,American Double / Imperial Stout,4.5,4.0,4.5,4.0,4.5,10
LRAC,141,Hennepin (Farmhouse Saison),7.7,Saison / Farmhouse Ale,4.0,4.5,5.0,2.5,3.5,10
budgood1,34833,LongShot Old Ale,10.6,Old Ale,3.5,3.0,5.0,4.5,3.5,7
RonfromJersey,5788,Hopback Entire Stout,4.5,English Stout,4.5,4.5,4.0,2.5,4.0,5
BeerLover99,45022,Defenestration,6.8,Belgian Pale Ale,4.0,4.0,4.0,4.0,4.0,5
dsa7783,234,Hacker-Pschorr Oktoberfest-Märzen,5.8,Märzen / Oktoberfest,4.5,4.0,4.0,4.0,4.5,3
stewdawg,58,Allagash Grand Cru,7.2,Quadrupel (Quad),4.0,3.5,4.0,3.5,4.0,7
Halcyondays,5716,Sweetgrass APA,6.5,American Pale Ale (APA),3.5,3.5,4.0,4.0,4.0,7
MMAJYK,36672,Bitter Brewer,4.0,English Bitter,4.5,4.0,4.0,4.0,4.0,3
BedetheVenerable,101,Samuel Adams Winter Lager,5.5,Bock,3.0,3.5,3.0,3.0,3.5,4
charlzm,6371,Walker's Reserve - Porter,5.8,American Porter,4.5,4.0,4.0,4.0,4.0,3
Gobzilla,46986,Tyttebær,8.0,American Wild Ale,4.0,4.0,4.0,3.5,3.5,5
northyorksammy,40956,Unplugged Imperial Weizen,9.6,Weizenbock,4.0,4.0,4.0,4.0,3.5,5
adman08,40956,Unplugged Imperial Weizen,9.6,Weizenbock,4.0,4.5,4.5,4.0,4.0,10
erosier,37836,Hitachino Nest Espresso Stout,7.5,American Double / Imperial Stout,4.5,4.5,4.0,4.5,4.5,3
Chico1985,21300,Samuel Adams Black Lager,4.9,Schwarzbier,4.5,4.0,4.0,4.0,4.0,3
SFLpunk,8,Wheat,4.2,American Adjunct Lager,4.0,2.5,3.0,3.0,3.0,9
Kolsch,432,Otter Creek Pale Ale,4.6,American Pale Ale (APA),4.0,3.5,3.5,4.0,3.5,6
Naerhu,24536,Dark Sky Imperial Stout,9.0,Russian Imperial Stout,3.5,4.0,4.0,3.5,4.5,5
GRPunk,2671,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,American Barleywine,5.0,4.5,4.5,5.0,4.5,1
Vancer,38635,Arcadia Jaw-Jacker,6.0,Herbed / Spiced Beer,3.0,2.0,3.5,3.0,2.5,9
MaltyGoodness,6073,Merry Monks' Ale,9.3,Tripel,4.0,4.0,4.0,4.0,4.0,5
Goliath,23030,Portsmouth Kate The Great,12.0,Russian Imperial Stout,3.5,4.0,4.0,3.0,3.5,0
daliandragon,1320,Bud Light,4.2,Light Lager,2.0,2.0,1.5,1.5,2.0,2
HopHead84,65944,Hop Riot IPA,7.3,American IPA,2.5,3.5,3.5,3.0,3.0,4
DrewCapzz,41268,Wet Willy Scotch Ale,10.0,Scotch Ale / Wee Heavy,4.0,4.0,4.0,4.5,4.0,3
fostachild,69458,Muskoka Mad Tom IPA,6.4,American IPA,4.0,4.5,3.5,3.5,4.0,5
TheBeerCarl,33341,Elemental Ale,6.5,American Pale Ale (APA),4.5,4.0,4.5,4.5,4.5,1
hopdog,47712,Bourbon Barrel Rye Porter,7.5,American Porter,4.0,4.0,4.0,3.5,4.0,5
xav33,1798,Boddingtons Pub Ale,4.7,English Pale Ale,3.5,3.0,3.5,3.5,3.5,6
JoeyBeerBelly,56400,Samuel Adams Wee Heavy (Imperial Series),10.0,Scotch Ale / Wee Heavy,2.5,3.0,3.0,3.0,2.5,8
DavoleBomb,722,St. Bernardus Tripel,8.0,Tripel,4.5,4.0,3.5,4.0,4.0,3
ballz50401,55412,GUBNA Imperial IPA,10.0,American Double / Imperial IPA,3.5,4.0,4.0,3.5,4.0,5
david131,25142,Bière De Mars,7.0,Bière de Garde,3.5,4.5,4.0,4.0,4.0,5
MerkinMan,32435,Red & White,10.0,Witbier,4.5,4.0,4.0,5.0,4.5,3
LuckySevens82,7740,Chaotic Chemistry,10.8,English Barleywine,4.0,4.0,4.0,4.5,4.5,3
weeare138,31547,Black Magick,15.0,American Double / Imperial Stout,4.5,5.0,4.5,4.5,4.5,1
FranklinPCombs,403,ACME California IPA,6.5,American IPA,3.5,4.0,4.0,3.0,3.0,0
errantnight,36987,Stickin' It To The Man,6.5,American IPA,4.0,4.0,4.5,4.0,4.0,10
djmincer,726,He'Brew Genesis Ale,5.6,American Amber / Red Ale,3.5,3.5,4.0,3.5,4.0,0
ppoitras,74534,Fumata Nera,4.5,Rye Beer,4.0,4.0,3.5,3.5,4.0,5
oakster15,25133,MacLays Traditional Pale Ale,5.0,English Pale Ale,4.5,4.0,4.5,5.0,5.0,1
jbsteiny,37263,19th Anniversary Belgian Style Golden Ale,8.7,Belgian Strong Pale Ale,4.0,4.0,4.5,4.0,4.0,10
musicman575,34,La Fin Du Monde,9.0,Tripel,4.5,4.5,4.5,5.0,5.0,1
Preisman,1352,Shiner Bock,4.4,Bock,4.0,3.0,4.0,4.0,4.5,7
soulfly967,20746,Stoudt's Triple (Belgian Abbey-Style Ale),9.0,Tripel,4.0,4.5,4.0,4.0,4.0,5
Shaw,16439,Talon - True Style Barley Wine Ale,10.5,American Barleywine,4.0,4.0,4.0,4.0,4.0,5
robwestcott,64812,Short's The Wizard,11.0,American Barleywine,3.5,4.0,3.5,4.0,3.5,5
cichief,1013,Storm King Stout,9.1,Russian Imperial Stout,4.5,4.0,4.5,4.5,5.0,1
Wildman,9478,Gumballhead,4.5,American Pale Wheat Ale,4.5,5.0,4.0,4.5,4.5,1
Ek0nomik,42434,Saison Rue,8.5,Saison / Farmhouse Ale,3.5,4.0,4.0,4.0,3.5,0
Imsothirsty,47364,Samuel Adams Blackberry Witbier,5.5,Witbier,3.0,2.0,3.5,4.0,2.5,9
mdaschaf,3635,La Terrible,10.5,Belgian Strong Dark Ale,4.0,4.0,4.0,4.0,4.0,5
jasonjlewis,2958,Leinenkugel's Honey Weiss,4.9,Kristalweizen,3.0,3.5,4.0,3.0,3.0,4
burnstar,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.5,4.5,4.5,5.0,5.0,1
HopHedz,263,Schlitz,4.6,American Adjunct Lager,1.0,1.0,3.0,2.0,1.0,2
sfprint,12976,Vieux Temps,5.2,Belgian Pale Ale,4.0,4.0,3.0,2.5,3.5,4
philbertk,37142,Coney Island Lager,5.5,American Amber / Red Lager,3.5,3.5,4.0,3.5,3.5,0
pwoods,32413,The Angel's Share - Bourbon Barrel-Aged,12.5,American Strong Ale,3.0,5.0,5.0,4.0,5.0,10
tsauce2,19960,Founders KBS (Kentucky Breakfast Stout),11.2,American Double / Imperial Stout,5.0,5.0,5.0,5.0,5.0,1
theopholis,37477,Sierra Nevada Anniversary Ale (2007-2009),5.9,American IPA,3.5,3.5,4.0,4.0,3.5,0
JohnFatAss,35735,Miller Chill,4.1,Light Lager,2.5,2.5,2.5,3.0,2.0,9
bk3nj,276,Sierra Nevada Pale Ale,5.6,American Pale Ale (APA),4.0,4.0,4.0,3.0,5.0,5
davey101,2595,Oud Beersel Oude Geuze Vieille,6.0,Gueuze,4.0,3.5,3.5,4.0,4.0,7
wbthink,14706,Critical Mass,7.0,English Strong Ale,4.0,4.5,4.0,4.0,4.5,3
naterock,40058,Choklat,11.0,American Double / Imperial Stout,3.0,3.5,4.5,3.0,4.0,0
BBP,11757,Founders Breakfast Stout,8.3,American Double / Imperial Stout,5.0,4.5,4.0,5.0,4.5,1
BretSikkink,11265,Hofbräu Schwarze Weisse,5.1,Dunkelweizen,3.5,3.5,4.0,3.0,3.5,0
farHillsBrewer,13872,13 (Thirteen) Degrees,4.8,Hefeweizen,4.0,4.0,3.5,4.0,4.0,5
gimmehead,6157,New Holland Black Tulip Trippel Ale,9.0,Tripel,3.5,4.0,4.0,4.0,3.5,0
abfraser,31323,Hop 15,10.0,American Double / Imperial IPA,3.5,3.5,4.0,3.5,4.0,0
CHADMC3,52204,Tokyo*,18.2,American Double / Imperial Stout,4.0,4.0,4.0,3.5,4.0,5
thekanna,4847,König Ludwig Weiss (Royal Bavarian Hefe-Weizen),5.5,Hefeweizen,4.0,4.0,4.5,3.0,4.5,10
shand,61703,Encore,6.0,American IPA,4.5,4.5,3.0,3.5,5.0,3
tai4ji2x,828,Bluebird Bitter,4.2,English Bitter,4.0,4.0,5.0,3.5,3.5,10
jamie2dope,40828,Golden Delicious,12.0,Tripel,5.0,4.5,4.5,4.5,4.5,1
TerjUGA,44595,Sweetwater Motor Boat,5.6,Extra Special / Strong Bitter (ESB),3.5,4.0,3.5,3.5,4.5,5
Frozensoul327,27688,Ten Years Alt,8.5,Altbier,3.0,3.5,4.0,4.0,4.0,0
thefireman,146,Brooklyn Brown Ale,5.6,American Brown Ale,4.5,4.0,4.5,4.0,4.5,10
xylophonica,74333,The Big Dipper,7.8,American Double / Imperial IPA,4.0,4.5,4.0,3.5,4.0,5
ThirstyHopHead,3712,Redpoint Ale,5.5,American Amber / Red Ale,3.0,3.0,3.0,2.5,3.0,4
tavernjef,39117,Highland Pale Ale,4.5,American Pale Ale (APA),5.0,4.0,4.0,4.5,4.5,3
psugrad98,1183,Tequiza,4.5,Fruit / Vegetable Beer,1.5,1.5,2.0,1.0,1.5,2
mattcrill,62755,Bludgeon Yer Eye PA,5.0,American Black Ale,4.0,4.5,4.5,4.0,4.0,10
StoneTSR,17112,Bell's Hopslam Ale,10.0,American Double / Imperial IPA,5.0,4.5,4.5,4.0,5.0,1
Dansting,5133,Arbor Brewing Sacred Cow IPA,6.8,American IPA,4.5,4.5,5.0,4.5,4.5,1
ElGallo,14360,Portsmouth Grand Cru,11.9,Belgian Strong Pale Ale,4.0,4.0,3.5,4.0,4.0,5
cbl2,1137,Brooklyner Weisse,5.0,Hefeweizen,4.0,3.5,3.5,4.0,4.0,7
Lillie1128,3434,Left Hand Milk Stout,6.0,Milk / Sweet Stout,4.0,4.0,4.0,4.0,4.0,5
feloniousmonk,12690,Morimoto Imperial Pilsner,8.8,American Double / Imperial Pilsner,3.5,4.0,4.0,4.5,4.0,5
dansmcd,12679,Trumer Pils,4.8,German Pilsener,3.5,4.0,4.0,3.5,3.5,0
lordofthewiens,20897,Coffee Porter,6.0,English Porter,4.0,4.0,4.5,4.0,4.5,10
crusian,2906,Butte Creek Organic India Pale Ale,6.7,American IPA,3.0,2.0,3.0,3.0,3.0,9
BierFan,19745,Short's Pandemonium Pale Ale,5.4,American Pale Ale (APA),3.5,4.0,4.0,4.0,4.0,5
ThreeWiseMen,49993,844 Oatmeal Stout,4.0,Oatmeal Stout,4.0,3.5,3.5,4.0,4.0,7
twiggamortis420,224,Schneider Aventinus,8.2,Weizenbock,5.0,5.0,4.5,4.5,4.5,1
oxmasterscream,12323,Thomas Hooker Octoberfest Lager,6.1,Märzen / Oktoberfest,4.5,4.0,4.5,4.0,4.5,10
craytonic,21950,Terrapin Coffee Oatmeal Imperial Stout,8.1,American Double / Imperial Stout,3.5,3.5,4.0,4.0,3.5,0
nbree00,25061,J.W. Lees Harvest Ale (Lagavulin Whisky Cask),11.5,English Barleywine,4.0,4.5,4.5,4.5,5.0,1
plrooney,639,Newcastle Brown Ale,4.7,English Brown Ale,3.0,3.0,3.0,3.0,3.0,4
ceeman,45558,Great Lakes Grassroots Ale,6.2,Saison / Farmhouse Ale,1.5,1.0,3.0,3.0,1.0,2
jlindros,22343,Southern Pecan,4.39,English Brown Ale,4.5,3.5,4.0,3.5,3.5,7
BuckeyeNation,1116,De Dolle Dulle Teve (Mad Bitch),10.0,Tripel,4.5,4.5,4.5,4.5,4.5,1
Stocean1,58770,Flying Monkeys Smash Bomb Atomic IPA,6.0,American IPA,4.0,4.5,4.0,4.0,4.0,5
ShogoKawada,1421,Delirium Nocturnum,8.5,Belgian Strong Dark Ale,4.0,4.0,4.0,5.0,5.0,3
Murchmac,35720,Festina Pêche,4.5,Berliner Weissbier,2.0,2.5,4.0,2.0,2.0,8
charlzm,54904,Samuel Adams Noble Pils,4.9,Czech Pilsener,2.0,2.0,4.0,3.0,2.5,8
Georgiabeer,65548,Saphir Bock,7.4,Maibock / Helles Bock,4.0,4.0,3.5,4.0,4.5,3
champ103,47785,Samuel Adams Double Bock (Imperial Series),9.5,Doppelbock,4.0,4.5,5.0,4.0,3.5,10
Halcyondays,36954,Biere De Noel,8.75,Belgian Strong Dark Ale,4.0,4.5,4.0,4.0,4.5,3
monkeybutler,698,St. Pauli Girl Special Dark,4.8,Munich Dunkel Lager,4.0,3.0,3.5,3.5,3.5,6
stegmakk,6623,Blue Point Extra Special Bitter,5.0,Extra Special / Strong Bitter (ESB),4.5,4.0,4.0,4.0,4.5,3
drpimento,36010,Leinenkugel's Summer Shandy,4.2,Fruit / Vegetable Beer,3.0,3.0,3.0,3.0,3.0,4
ROMER79,37692,Twelve,10.2,American Barleywine,3.5,4.0,4.0,4.0,4.0,5
elgiacomo,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.5,3.5,4.5,4.0,4.0,7
NatetheGreat,56973,Shakespeare Oatmeal Stout,6.1,Oatmeal Stout,4.0,4.5,4.5,4.0,4.0,10
stephenpcowan,36727,Green Flash Le Freak,9.2,Belgian IPA,3.0,4.5,4.5,4.0,4.0,10
tgbljb,12467,Stary Melnik Klassichiskoye,5.5,Euro Pale Lager,4.0,3.5,3.5,4.0,3.5,6
metter98,6108,60 Minute IPA,6.0,American IPA,4.5,4.0,3.5,4.5,4.0,3
rye726,650,Guinness Extra Stout (Original),6.0,Irish Dry Stout,3.0,3.5,4.0,3.0,3.0,4
LunaChick,7077,Night Owl Pumpkin Ale,6.1,Pumpkin Ale,3.0,3.5,4.0,3.5,4.0,0
gford217,52144,Ace Of Spades,9.2,American Double / Imperial IPA,4.5,4.0,4.0,4.0,4.5,3
smcolw,2403,Bell's Special Double Cream Stout,6.1,American Stout,4.5,3.5,3.5,4.0,4.0,7
DesMoinesMike,54904,Samuel Adams Noble Pils,4.9,Czech Pilsener,4.0,3.5,4.0,4.0,3.5,7
WVbeergeek,43341,Southampton Altbier,5.0,Altbier,4.0,4.0,4.0,4.0,4.0,5
Phatz,593,Rare Vos (Amber Ale),6.5,Belgian Pale Ale,4.5,4.5,4.0,4.0,4.5,3
Liverpool08,38366,Samuel Adams Dunkelweizen,5.1,Dunkelweizen,4.0,3.5,4.0,4.0,4.0,7
kmpitz2,689,Red Stripe Jamaican Lager,4.7,American Adjunct Lager,3.5,3.0,3.0,3.0,3.0,4
allergictomacros,38866,Trafalgar Black Bullet,14.0,American Strong Ale,3.5,3.5,3.0,3.5,3.5,6
wordemupg,11939,Wild Rose WRaspberry Ale,4.5,Fruit / Vegetable Beer,3.5,3.5,3.5,3.0,3.5,4
aasher,8747,St Martin Blond Ale,7.0,Belgian Strong Pale Ale,3.5,3.5,4.0,3.5,3.5,0
twiggamortis420,9474,Temptation,7.25,American Wild Ale,4.0,5.0,4.0,4.5,4.0,3
brewandbbq,45653,Consecration,10.0,American Wild Ale,4.5,4.5,4.0,4.5,4.5,3
Magpie14,38635,Arcadia Jaw-Jacker,6.0,Herbed / Spiced Beer,3.0,3.5,3.0,3.5,3.5,4
pootz,8675,Belle Gueule Originale,5.2,American Pale Lager,3.5,3.0,3.0,2.5,3.0,4
uawildcat,645,Trappistes Rochefort 10,11.3,Quadrupel (Quad),4.0,4.0,4.0,4.0,4.5,3
Martin2D,35036,Founders Backwoods Bastard,10.2,Scotch Ale / Wee Heavy,3.0,3.5,4.0,4.0,4.0,0
Damian,195,Mirror Pond Pale Ale,5.0,American Pale Ale (APA),4.0,3.0,4.5,3.5,3.5,7
rarbring,33644,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,Russian Imperial Stout,4.0,4.0,4.0,3.5,4.0,5
womencantsail,42355,Thirteen,13.6,American Double / Imperial Stout,2.5,3.0,4.0,3.5,3.0,8
GarthDanielson,50697,Double Jack,9.5,American Double / Imperial IPA,4.0,4.5,3.5,4.0,4.5,3
sdscotty,401,Dark Island,4.6,Scottish Ale,2.5,4.0,4.0,2.5,4.0,4
metter98,69363,Stone Belgo Anise Imperial Russian Stout,10.5,Russian Imperial Stout,3.5,4.0,4.0,4.0,4.0,5
WeedKing4,34483,Ten FIDY,10.5,Russian Imperial Stout,4.5,4.0,4.5,4.5,4.0,10
largadeer,17435,O.V.L. Stout,4.8,Irish Dry Stout,4.5,4.0,4.5,4.0,4.0,10
ojclark,88,Stone IPA (India Pale Ale),6.9,American IPA,4.5,4.5,4.0,4.0,4.5,3
BuxMontBeerLover,1446,Hibernation Ale,8.7,Old Ale,4.0,4.0,4.0,4.0,4.0,5
brewmudgeon,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.0,4.0,4.5,4.5,4.0,10
daedalus,17538,Founders Devil Dancer,12.0,American Double / Imperial IPA,3.0,4.5,3.0,4.0,3.5,5
JDFish,225,Great Lakes Burning River Pale Ale,6.0,American Pale Ale (APA),3.5,4.0,4.5,4.0,4.0,10
beerman207,4806,Stumbling Monk,6.7,Belgian Pale Ale,4.0,4.0,4.0,4.5,4.0,3
jbennett1919,74,Post Road Pumpkin Ale,5.0,Pumpkin Ale,4.0,2.5,4.0,3.5,3.0,0
Bierman9,2758,Sinebrychoff Porter,7.2,Baltic Porter,4.0,4.0,4.0,3.5,4.0,5
julian,23459,Unplugged Enigma,5.5,Fruit / Vegetable Beer,4.0,3.5,4.0,4.0,4.5,7
CHADMC3,646,Westmalle Trappist Tripel,9.5,Tripel,4.5,4.5,4.0,4.0,4.5,3
llitsua,30,Trois Pistoles,9.0,Belgian Strong Dark Ale,4.5,4.5,4.5,4.0,4.5,1
dasenebler,3558,Sierra Nevada Summerfest Lager,5.0,Czech Pilsener,4.0,3.0,3.5,4.0,3.5,6
garymuchow,1286,Milwaukee's Best Premium,4.5,American Adjunct Lager,3.5,3.0,2.5,3.0,3.5,4
sitarist,1904,Sierra Nevada Celebration Ale,6.8,American IPA,5.0,4.0,4.0,4.0,4.0,3
bishopdc0,65325,Tramp Stamp,7.0,Belgian IPA,4.0,3.5,4.0,4.0,4.0,7
GIVEMEBACKMYSON,1879,Samuel Adams Cream Stout,4.9,Milk / Sweet Stout,4.5,3.5,4.5,4.0,4.5,7
AlCaponeJunior,40058,Choklat,11.0,American Double / Imperial Stout,4.0,4.0,3.0,4.5,4.0,3
yemenmocha,37298,Dark Force,8.5,Russian Imperial Stout,4.0,4.5,4.0,4.0,4.5,3
Bighuge,7463,Founders Dirty Bastard,8.5,Scotch Ale / Wee Heavy,4.5,4.0,4.0,5.0,4.5,3
BeefyMee,2671,Sierra Nevada Bigfoot Barleywine Style Ale,9.6,American Barleywine,4.0,2.5,5.0,5.0,4.0,7
stuartn,6076,Flower Power India Pale Ale,7.5,American IPA,4.5,5.0,4.0,4.0,4.5,3
rajendra82,9171,Pangaea,7.0,Belgian Strong Pale Ale,2.0,3.0,4.0,2.5,2.5,8
armock,635,Pauwel Kwak,8.4,Belgian Strong Pale Ale,3.5,3.5,4.0,4.0,3.5,0
TheManiacalOne,1493,Sweetwater IPA,6.3,American IPA,4.5,4.5,4.0,4.0,4.5,3
DavidSeanNJ,129,Orval Trappist Ale,6.9,Belgian Pale Ale,4.5,4.5,5.0,5.0,4.5,1
DaveHS,42111,Meltdown Double IPA,8.0,American Double / Imperial IPA,3.5,3.5,3.5,3.5,3.5,0
jsp,2512,Chimay Grande Réserve (Blue),9.0,Belgian Strong Dark Ale,4.0,4.5,3.5,4.0,4.5,3
jdense,27802,Farmington River Brown Ale,5.5,American Brown Ale,4.0,3.5,3.5,3.5,3.5,6
jyeast101,2137,Leffe Blonde,6.6,Belgian Pale Ale,4.5,4.0,4.0,4.5,4.5,3
goodbyesoberday,155,Gulden Draak (Dark Triple),10.5,Belgian Strong Dark Ale,3.5,3.5,3.5,3.5,4.0,6
Ralphs66,64267,Bump In The Night (Brewmaster Reserve 2011),6.5,American Black Ale,3.5,3.5,4.0,3.0,3.0,0
Hophead101,15881,Tröegs Nugget Nectar,7.5,American Amber / Red Ale,4.0,4.0,3.5,4.0,4.5,3
thesilverhand,26620,Kirin Toretate Hop,5.5,Japanese Rice Lager,2.5,2.5,2.5,2.5,3.0,9
TheQuietMan22,88,Stone IPA (India Pale Ale),6.9,American IPA,4.0,4.0,4.0,4.0,4.0,5
MunchkinDrinker,40051,Allagash Black,7.5,Belgian Strong Dark Ale,5.0,4.0,4.5,5.0,4.0,1
jbertsch,68662,"December 6th, 1855 EIP",6.0,English Porter,4.0,4.5,3.5,4.0,4.5,3
kylehay2004,25880,Imperial Pumpkin Ale,8.0,Pumpkin Ale,4.0,4.0,4.0,4.0,4.0,5
dookieball11,36382,Bad Penny Brown Ale,5.2,English Brown Ale,4.5,4.0,3.5,3.0,4.0,5
cheers2beers,7520,Dark Lord Imperial Stout,15.0,Russian Imperial Stout,4.5,5.0,4.5,5.0,5.0,1
mntlover,62206,Sea Bass,8.0,Saison / Farmhouse Ale,4.0,4.0,4.0,4.0,4.5,3
Riggsy,6258,Berkshire Oktoberfest Lager,6.8,Märzen / Oktoberfest,4.0,4.0,3.5,4.0,4.0,5
Fish113d,104,Samuel Adams Boston Lager,4.9,Vienna Lager,4.5,2.5,3.5,4.0,4.0,7
awmiller,3001,Mardi Gras Bock,6.5,Maibock / Helles Bock,2.5,3.0,3.0,2.5,2.5,8
cleeze,34311,Aardmonnik - Earthmonk,8.0,Flanders Oud Bruin,4.5,4.5,4.0,4.5,4.0,3
michaeledoan,59655,King Heffy Imperial Hefeweizen,7.7,Hefeweizen,4.0,4.0,3.5,4.0,3.5,5
Viggo,49132,Cuda,6.5,American IPA,4.0,4.0,4.0,4.0,3.5,5
bitterthebetter,2018,The Immortal IPA,6.21,American IPA,4.5,4.0,4.0,4.5,4.5,3
tenaciousp65,1545,Trappist Westvleteren 12,10.2,Quadrupel (Quad),5.0,5.0,5.0,5.0,5.0,1
Voonder,3842,Trappistes Rochefort 6,7.5,Belgian Strong Dark Ale,3.5,3.5,3.5,4.5,4.0,7
DavoleBomb,7667,Carolina Nut Brown Ale,4.7,English Brown Ale,2.5,4.0,3.5,2.0,2.5,8
Beerzebub,1663,Red Nectar,5.5,American Amber / Red Ale,4.0,4.5,3.5,3.0,4.0,5
argock,399,Wolaver's India Pale Ale,6.5,American IPA,3.0,4.0,4.0,3.0,3.0,0
Bouleboubier,754,Guinness Draught,4.2,Irish Dry Stout,3.5,3.0,5.0,3.0,3.0,0
DCon,38446,Stone Smoked Porter With Vanilla Bean,5.9,American Porter,4.5,5.0,4.0,4.0,4.0,3
BretSikkink,37045,Valiant,4.2,English Bitter,4.5,3.5,4.0,3.5,4.0,7
sweemzander,53730,Fraoch 20th Anniversary Ale,11.0,Scottish Gruit / Ancient Herbed Ale,4.0,3.5,4.5,4.0,3.5,7
halfP1NT,38459,Bam Noire,4.3,Saison / Farmhouse Ale,4.5,3.5,4.0,4.0,4.0,7
musicforairports,673,Rodenbach Grand Cru,6.0,Flanders Red Ale,4.0,4.0,4.0,4.0,3.5,5
Ego,15881,Tröegs Nugget Nectar,7.5,American Amber / Red Ale,4.5,4.5,4.5,4.0,4.5,1
mothman,42448,Kerberos Tripel,8.5,Tripel,4.0,3.5,3.5,4.0,3.5,6
WestValleyIPA,38446,Stone Smoked Porter With Vanilla Bean,5.9,American Porter,4.5,4.5,4.5,4.0,4.0,10
CaptDavyJones,33,Maudite,8.0,Belgian Strong Dark Ale,4.5,4.5,4.0,4.5,5.0,1
cjbeatty130,1881,Samuel Adams Old Fezziwig Ale,5.9,Winter Warmer,3.5,4.0,3.5,3.0,4.0,5
nouseforotacon,3844,Bad Elmer's Porter,5.0,American Porter,4.0,3.5,4.0,2.5,3.5,0
brewcrew76,37263,19th Anniversary Belgian Style Golden Ale,8.7,Belgian Strong Pale Ale,3.0,3.5,4.0,3.0,3.0,4
kevanb,60681,Lips Of Faith - Vrienden (Allagash Collaboration),8.5,American Wild Ale,3.5,4.0,4.5,3.5,3.5,0
BeerSox,101,Samuel Adams Winter Lager,5.5,Bock,4.0,4.0,3.5,4.0,3.5,5
racerx,8984,Fantôme Saison D'Erezée - Été,8.0,Saison / Farmhouse Ale,4.0,4.0,4.0,4.0,4.5,3
bigfnjoe,22381,Dark Horse Double Crooked Tree IPA,13.6,American Double / Imperial IPA,4.5,4.5,3.0,4.0,4.5,3
deapokid,39125,Ichabod's Pumpkin Ale,5.5,Pumpkin Ale,4.0,3.5,3.5,3.5,3.5,6
bkilpatr,2751,Racer 5 India Pale Ale,7.0,American IPA,4.5,4.0,4.0,4.0,4.5,3
WYVYRN527,21789,Moylans Dragoons Dry Irish Stout,5.0,Irish Dry Stout,4.0,4.0,4.0,4.0,4.5,3
thagr81us,15813,Great Lakes Blackout Stout,9.0,Russian Imperial Stout,4.0,4.0,4.5,3.5,4.0,10
SawDog505,62311,Black Moon IPA,10.0,American Black Ale,4.0,4.0,4.5,4.5,4.5,10
Somrakj,1157,Honker's Ale,4.2,English Bitter,2.5,3.5,3.0,3.0,3.5,4
optimator13,34483,Ten FIDY,10.5,Russian Imperial Stout,5.0,4.0,5.0,4.5,4.5,1
IntriqKen,27837,Allagash Interlude,9.5,American Wild Ale,4.0,4.0,4.0,4.0,4.0,5
baggio,7850,The Czar,11.03,Russian Imperial Stout,4.5,4.0,4.0,4.5,4.5,3
CrazyMike,7832,Granville Island Lager,5.0,American Pale Lager,4.0,3.0,3.5,3.0,3.0,4
champ103,42943,Lips Of Faith - Le Fleur Misseur?,6.5,Belgian Pale Ale,4.0,3.5,3.5,4.0,3.5,6
Dertbert,10317,Schlafly Saison,6.2,Saison / Farmhouse Ale,3.5,3.5,2.5,4.0,3.5,6
aerozeppl,55137,TWELVE,10.0,Quadrupel (Quad),5.0,4.0,2.5,4.0,4.5,3
PhineasGage,19960,Founders KBS (Kentucky Breakfast Stout),11.2,American Double / Imperial Stout,5.0,5.0,5.0,5.0,5.0,1
sweemzander,10325,Péché Mortel (Imperial Stout Au Cafe),9.5,American Double / Imperial Stout,4.0,4.5,5.0,4.0,4.5,10
telecomz,51480,Brooklyn Sorachi Ace,7.6,Saison / Farmhouse Ale,3.5,4.0,3.0,4.0,4.0,6
pootz,1161,Indian Brown Ale,7.2,American Brown Ale,4.0,4.5,3.5,4.0,4.0,5
Halcyondays,62788,He'Brew Jewbelation Fourteen,14.0,American Strong Ale,3.5,3.5,4.0,4.5,4.5,7
pvsob,2392,World Wide Stout,18.0,American Double / Imperial Stout,3.0,4.0,3.0,3.5,3.5,4
callmemickey,5,Amber,4.5,Vienna Lager,3.5,3.5,3.5,3.5,3.5,0
Zorro,655,Rebel,4.4,Czech Pilsener,3.5,4.0,4.0,3.0,3.0,0
CBFanWish,90,Stone Smoked Porter,5.9,American Porter,4.5,4.0,4.5,4.5,4.5,1
Vancer,13906,Winterhook Winter Ale,5.9,Winter Warmer,2.5,3.0,4.0,3.0,2.5,8
ckeegan04,1544,Thunderhead IPA,6.7,American IPA,4.5,3.0,4.0,4.0,3.5,7
tyanow,12531,Pete's Brown (Tribute Ale),6.3,American Brown Ale,4.0,4.0,4.0,4.0,4.0,5
MDekker,40919,LongShot Grape Pale Ale,5.35,Fruit / Vegetable Beer,4.0,3.0,3.5,3.5,3.5,6
TechMyst,718,Steel Reserve 211 (High Gravity),8.1,American Malt Liquor,1.0,1.5,1.0,1.0,1.0,2
jdhilt,67262,Longshot Blackened Hops,7.0,American Black Ale,3.5,3.0,4.0,3.5,3.5,0
Damian,927,Beamish Irish Stout,4.1,Irish Dry Stout,4.0,4.0,5.0,3.0,4.0,10
